Title,Price,Location,Offer,Rating,Review,No_of_ratings,Discount,Special,City,From_Date,To_Date,Amount
Hotel landmark,"₹ 1,266",Jatni | 28.6 km from city centre,Exclusive Offer - HDFC Credit Card Users. Get INR 615 Off,3.3, (Good),16,51%,"['Lounge', 'Free Parking', 'Conference Room']",Bhubaneshwar,9/8/2021,11/8/2021,"1,266"
MADHUR HOMESTAY,₹ 705,Baramunda | 5.8 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 179 Off,3.5, (Good),33,51%,"['Kitchenette', 'Caretaker', 'Living Room']",Bhubaneshwar,9/8/2021,11/8/2021,705
MAA TARINI GUEST HOUSE,₹ 514,Chandrasekharpur | 9.8 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 231 Off,3.6, (Good),55,16%,"['Room Service', 'Kitchenette']",Bhubaneshwar,9/8/2021,11/8/2021,514
Hotel Royal Inn,"₹ 1,098",Laxmi Sagar | 8.2 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 533 Off,3.8, (Good),40,6%,"['Free Parking', 'Free Wi-Fi', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,098"
OYO 2279 Greenwood Galaxy,₹ 974,Shampur | 7.0 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 240 Off,3.9, (Good),7,14%,"['Tours and Treks', 'ATM', 'Free Wi-Fi']",Bhubaneshwar,9/8/2021,11/8/2021,974
The Royale Midtown,"₹ 2,468",Ashok Nagar | 940 m from Bhubaneshwar Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 630 Off,3.2, (Good),110,16%,"['Business Centre', 'Conference Room', 'Bar']",Bhubaneshwar,9/8/2021,11/8/2021,"2,468"
OYO 40628 Sambit NX,"₹ 1,270",Ashok Nagar | 750 m from Bhubaneshwar Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 314 Off,3.4, (Good),69,51%,"['Kitchenette', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,270"
OYO 4110 Miskys Guest House,"₹ 1,315",Gajapati Nagar | 980 m from Apollo Hospital Heart Institute,Exclusive Offer - HDFC Credit Card Users. Get INR 325 Off,4, (Very Good),176,6%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,315"
Capital Guest House 3,₹ 813,Patia,Exclusive Offer - HDFC Credit Card Users. Get INR 366 Off,3.7, (Good),47,51%,"['Free Wi-Fi', 'Kitchenette', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,813
OYO 14173 MS Villa,"₹ 1,369",Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 338 Off,4.4, (Very Good),27,51%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,369"
OYO 36826 GREEN COTTAGE,₹ 984, | 5.0 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 243 Off,2.8,,12,14%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,984
OYO 14505 Regal Stays,"₹ 1,352",Patia,Exclusive Offer - HDFC Credit Card Users. Get INR 334 Off,3.4, (Good),39,51%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,352"
SWAGAT INN,"₹ 1,004",Bapuji Nagar | 6.9 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 365 Off,4.1, (Very Good),50,51%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,004"
OYO 4720 Ma Guest House 2,"₹ 1,180",Patia | 410 m from Kalinga Institute of Medical Sciences,Exclusive Offer - HDFC Credit Card Users. Get INR 291 Off,3.4, (Good),34,51%,"['Tours and Treks', 'ATM', 'Free Wi-Fi']",Bhubaneshwar,9/8/2021,11/8/2021,"1,180"
OYO 63833 Morya Classic,"₹ 1,180",Patrapada,Exclusive Offer - HDFC Credit Card Users. Get INR 291 Off,2.9,,61,11%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,180"
OYO 37792 Moonlight Residency,₹ 916,Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 226 Off,3.1, (Good),45,51%,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,916
OYO 28275 Archie Oasis,"₹ 1,306",Old Town | 6.5 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 323 Off,3.7, (Good),6,51%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,306"
OYO Flagship 77755 Serene Stay Near Aiims Hospital,"₹ 1,387",Patrapada | 5.6 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 342 Off,4.4, (Very Good),28,51%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,387"
OYO 18355 Hotel Moonlight,"₹ 1,233",Raghunathpur,Exclusive Offer - HDFC Credit Card Users. Get INR 304 Off,4.2, (Very Good),68,51%,"['Free Wi-Fi', 'Kitchenette', 'Elevator/Lift']",Bhubaneshwar,9/8/2021,11/8/2021,"1,233"
Radhika Resort,"₹ 1,128",Bhauma Nagar | 6.9 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 288 Off,4.1, (Very Good),15,51%,"['Free Wi-Fi', 'Free Parking', 'Restaurant']",Bhubaneshwar,9/8/2021,11/8/2021,"1,128"
OYO 8346 LazyStays,"₹ 1,457",Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 360 Off,3.6, (Good),20,51%,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,457"
OYO 5417 Hotel Venus Heritage,"₹ 1,614",Surya Nagar | 4.5 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 399 Off,4.1, (Very Good),23,6%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,614"
OYO 3518 The Room,"₹ 1,449",Chandrasekharpur | 3.7 km from Kalinga Institute of Medical Sciences,Exclusive Offer - HDFC Credit Card Users. Get INR 358 Off,4, (Very Good),48,51%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,449"
Brothers Residency 2,₹ 386,Chandrasekharpur,,2.5,,39,51%,"['Room Service', 'Power Backup', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,386
Capital O 61052 Hotel Magnum,"₹ 1,180",Rasulgarh,Exclusive Offer - HDFC Credit Card Users. Get INR 291 Off,3.8, (Good),53,51%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,180"
PENTAGON RESIDENCY,"₹ 1,751",Kalpana Square | 7.8 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1088 Off,3.2, (Good),30,23%,"['Free Parking', 'Business Centre', 'Free Wi-Fi']",Bhubaneshwar,9/8/2021,11/8/2021,"1,751"
OYO 24317 Aditya Guest House 3,"₹ 1,417",Patia,Exclusive Offer - HDFC Credit Card Users. Get INR 350 Off,3.9, (Good),12,51%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,417"
OYO 47605 Satya Homes,"₹ 1,518",Pokhariput | 850 m from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 375 Off,4, (Very Good),1,20%,"['Free Parking', 'Free Wi-Fi', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,518"
OYO 11345 Hotel White House Inn,"₹ 1,364", | 3.5 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 337 Off,3.2, (Good),43,51%,"['Air Conditioning', 'Room Service', 'Power Backup']",Bhubaneshwar,9/8/2021,11/8/2021,"1,364"
OYO 29261 Orchid Villa,"₹ 1,453",Nayapalli | 6.6 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 359 Off,3.4, (Good),67,51%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,453"
OYO Flagship 77118 Balgopal Guest House,"₹ 1,358",Patrapada,Exclusive Offer - HDFC Credit Card Users. Get INR 335 Off,3.5, (Good),22,51%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Bhubaneshwar,9/8/2021,11/8/2021,"1,358"
Feet Up Inn,"₹ 1,266",Vani Vihar | 1.1 km from Apollo Hospital Heart Institute,Exclusive Offer - HDFC Credit Card Users. Get INR 615 Off,3, (Good),27,51%,"['Free Parking', 'Kitchenette', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,266"
The Lavenders Blue Home Stay,"₹ 5,250",Chandrasekharpur,,5, (Excellent),1,51%,"['Doctor on Call', 'Caretaker', 'Living Room']",Bhubaneshwar,9/8/2021,11/8/2021,"5,250"
OYO 9009 Labella Guest House,"₹ 1,376",Kharabela Nagar | 8.9 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 340 Off,,,,16%,"['Air Conditioning', 'Room Service', 'Power Backup']",Bhubaneshwar,9/8/2021,11/8/2021,"1,376"
OYO 14988 Regal Stays,"₹ 1,391",Arya Village | 1.2 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 344 Off,4.2, (Very Good),35,,"['Kitchenette', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,391"
Collection O 50395 Hillside Magnum,"₹ 1,381",Jagamara | 2.2 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 341 Off,2.6,,22,51%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Bhubaneshwar,9/8/2021,11/8/2021,"1,381"
Capital O 30565 Pabitra Royal Regency,"₹ 1,730",Patia,Exclusive Offer - HDFC Credit Card Users. Get INR 427 Off,3.3, (Good),32,51%,"['Free Parking', 'Conference Room', 'Bar']",Bhubaneshwar,9/8/2021,11/8/2021,"1,730"
Khandagiri Stay,₹ 719,Khandagiri | 3.6 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 250 Off,3.7, (Good),15,51%,"['Free Wi-Fi', 'Free Parking', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,719
Hotel Shubham Grand,"₹ 2,115",Patia,Exclusive Offer - HDFC Credit Card Users. Get INR 540 Off,3.3, (Good),112,51%,"['Free Parking', 'Business Centre', 'Conference Room']",Bhubaneshwar,9/8/2021,11/8/2021,"2,115"
Khushi My 2nd Home,"₹ 1,266",Nayapalli | 6.3 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 615 Off,3.8, (Good),13,10%,"['Room Service', 'Power Backup', 'Elevator/Lift']",Bhubaneshwar,9/8/2021,11/8/2021,"1,266"
Sun City Homestay,₹ 679,Patrapada | 5.0 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 173 Off,4.7, (Excellent),3,15%,"['Kitchenette', 'Caretaker', 'Living Room']",Bhubaneshwar,9/8/2021,11/8/2021,679
Hotel Planet,"₹ 1,473",Bhauma Nagar | 6.5 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 915 Off,4.5, (Excellent),45,16%,"['Butler Services', 'Business Centre', 'Conference Room']",Bhubaneshwar,9/8/2021,11/8/2021,"1,473"
OYO 26622 Ms Plaza,"₹ 1,407",Patia,Exclusive Offer - HDFC Credit Card Users. Get INR 348 Off,2.8,,4,64%,"['Free Wi-Fi', 'Kitchenette', 'Elevator/Lift']",Bhubaneshwar,9/8/2021,11/8/2021,"1,407"
Hotel Tazz Odisha,"₹ 1,317",Ashok Nagar | 920 m from Bhubaneshwar Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 639 Off,,,,20%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Bhubaneshwar,9/8/2021,11/8/2021,"1,317"
OYO 64921 Purple Villa,"₹ 1,180",Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 291 Off,3.3, (Good),24,52%,"['Air Conditioning', 'Room Service', 'Power Backup']",Bhubaneshwar,9/8/2021,11/8/2021,"1,180"
OYO 9548 Hotel Regent,"₹ 1,340",Chandrasekharpur | 3.1 km from Kalinga Institute of Medical Sciences,Exclusive Offer - HDFC Credit Card Users. Get INR 331 Off,3.3, (Good),6,16%,"['Kitchenette', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,340"
B & B A Bed And Breakfast 1,₹ 799,Patia,Exclusive Offer - HDFC Credit Card Users. Get INR 203 Off,1.5,,2,51%,"['Caretaker', 'Living Room', 'Housekeeping']",Bhubaneshwar,9/8/2021,11/8/2021,799
OYO 27976 Hotel Upasana,"₹ 1,581",Laxmi Sagar | 8.4 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 391 Off,3.9, (Good),18,51%,"['Kitchenette', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,581"
Moon Light Guest House,"₹ 1,572",Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 646 Off,5, (Excellent),1,6%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Bhubaneshwar,9/8/2021,11/8/2021,"1,572"
OYO 43422 Bijaya Palace,"₹ 1,654", | 6.1 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 409 Off,2.5,,69,51%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,654"
B10 International,"₹ 2,233",Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 570 Off,3.4, (Good),28,13%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"2,233"
Hotel Maa Jaya Durga,"₹ 4,220",Laxmi Sagar | 7.8 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 2049 Off,3.8, (Good),33,51%,"['Doctor on Call', 'Room Service', 'Power Backup']",Bhubaneshwar,9/8/2021,11/8/2021,"4,220"
OYO 75508 Ssj Residency,"₹ 1,375",Patrapada | 8.0 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 340 Off,4, (Very Good),20,6%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,375"
Pipul Bandhan Inn,"₹ 1,140",Laxmi Sagar | 8.7 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 553 Off,3.3, (Good),3,16%,"['Free Parking', 'Cafe', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,140"
OYO 77372 Navya's,"₹ 1,456",Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 360 Off,4.2, (Very Good),5,51%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,456"
OYO 4108 Near Kalinga Hospital,"₹ 1,265",Gajapati Nagar,Exclusive Offer - HDFC Credit Card Users. Get INR 312 Off,4.3, (Very Good),3,16%,"['Tours and Treks', 'ATM', 'Free Wi-Fi']",Bhubaneshwar,9/8/2021,11/8/2021,"1,265"
Yes R Guest House,₹ 856,Old Town | 6.8 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 385 Off,,,,51%,"['Air Conditioning', 'Room Service', 'Power Backup']",Bhubaneshwar,9/8/2021,11/8/2021,856
OYO 24077 Forest View Residency,"₹ 1,698",Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 420 Off,3.1, (Good),12,51%,"['Conference Room', 'Free Wi-Fi', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,698"
Hotel Annapurna,₹ 771,Nayapalli | 7.7 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 347 Off,3.5, (Good),28,14%,"['Business Centre', 'Conference Room', 'ATM']",Bhubaneshwar,9/8/2021,11/8/2021,771
OYO 8222 Capital Guest House 2,"₹ 1,199",Patia | 850 m from Kalinga Institute of Medical Sciences,Exclusive Offer - HDFC Credit Card Users. Get INR 296 Off,3.3, (Good),7,52%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,199"
OYO 15084 Sai Lotus Residency,"₹ 1,508",Gajapati Nagar,Exclusive Offer - HDFC Credit Card Users. Get INR 373 Off,3.3, (Good),7,14%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,508"
FOUR SEASONS INN,"₹ 2,364",Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 1148 Off,3.4, (Good),39,51%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Bhubaneshwar,9/8/2021,11/8/2021,"2,364"
OYO 8195 Nilay Inn,"₹ 1,557",Patia,Exclusive Offer - HDFC Credit Card Users. Get INR 385 Off,2.7,,11,51%,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,557"
OYO 24110 Pink Villa Guest House,"₹ 1,438",Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 355 Off,4, (Very Good),1,16%,"['Air Conditioning', 'Room Service', 'Power Backup']",Bhubaneshwar,9/8/2021,11/8/2021,"1,438"
OYO 60003 Hotel Santosh,"₹ 1,317",Khandagiri | 4.3 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 325 Off,4, (Very Good),14,51%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,317"
Capital O 26853 New Central,"₹ 1,180",Ashok Nagar | 900 m from Bhubaneshwar Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 291 Off,3.5, (Good),6,51%,"['Elevator/Lift', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,180"
OYO 49250 Avigna Residency 2,"₹ 1,180",Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 291 Off,3.3, (Good),9,51%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,180"
Bhubaneswar Homestay,"₹ 2,073",Shampur | 6.8 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 529 Off,3.6, (Good),18,51%,"['Kitchenette', 'Caretaker', 'Living Room']",Bhubaneshwar,9/8/2021,11/8/2021,"2,073"
Hotel Swagat,₹ 770,Laxmi Sagar | 8.3 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 347 Off,4, (Very Good),15,51%,"['Free Parking', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,770
Indirabati: Independent Unit @ Nabagunjara Studio,₹ 950,Gajapati Nagar | 8.7 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 242 Off,,,,6%,"['Kitchenette', 'Caretaker', 'Tours and Treks']",Bhubaneshwar,9/8/2021,11/8/2021,950
Mahanadi: Spacious room @ Nabagunjara Terrace,₹ 940,Old Town | 6.3 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 240 Off,3, (Good),2,14%,"['Kitchenette', 'Caretaker', 'Tours and Treks']",Bhubaneshwar,9/8/2021,11/8/2021,940
Blue Wheel  by WB Hotels Bhubaneshwar,"₹ 1,194",Sahid Nagar,Exclusive Offer - HDFC Credit Card Users. Get INR 742 Off,,,,6%,"['Free Parking', 'Kitchenette', 'Air Conditioning']",Bhubaneshwar,9/8/2021,11/8/2021,"1,194"
OYO 68832 S&h Residency,"₹ 1,180",Patrapada | 8.4 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 291 Off,,,,6%,"['Air Conditioning', 'Room Service', 'Power Backup']",Bhubaneshwar,9/8/2021,11/8/2021,"1,180"
Deluxe Room Near Airport Station 1NA2,₹ 846,Gajapati Nagar | 8.7 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 216 Off,2.3,,6,20%,"['Caretaker', 'Living Room', 'Tours and Treks']",Bhubaneshwar,9/8/2021,11/8/2021,846
Rushikulya: Entire Penthouse @ Nabagunjara Terrace,"₹ 2,350",Gajapati Nagar | 8.7 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,3.7, (Good),7,51%,"['Caretaker', 'Balcony/Terrace', 'Housekeeping']",Bhubaneshwar,9/8/2021,11/8/2021,"2,350"
Hotel Kailash Inn,"₹ 2,110",Bapuji Nagar | 7.1 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1025 Off,,,,6%,[],Bhubaneshwar,9/8/2021,11/8/2021,"2,110"
SPOGEDEN,"₹ 1,434",Pokhariput | 780 m from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 696 Off,,,,6%,"['Business Centre', 'ATM', 'Free Wi-Fi']",Bhubaneshwar,9/8/2021,11/8/2021,"1,434"
OYO 46005 Sai Darpan Residency,₹ 827,Arya Village | 1.6 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 204 Off,,,,16%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,827
Shree Vineeth's,"₹ 2,186",Kharabela Nagar | 370 m from Bhubaneshwar Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 796 Off,2,,3,16%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Bhubaneshwar,9/8/2021,11/8/2021,"2,186"
Paradise Guest House,₹ 847,Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 381 Off,4.1, (Very Good),49,51%,"['Room Service', 'Power Backup', 'Kitchenette']",Bhubaneshwar,9/8/2021,11/8/2021,847
CAPITAL O75732 Hotel Aatithya,"₹ 1,555",Ashok Nagar | 690 m from Bhubaneshwar Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 384 Off,3.5, (Good),15,11%,"['Free Wi-Fi', 'Elevator/Lift', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,555"
Maharaja Guest House,"₹ 1,351",Jayadev Vihar | 8.7 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 656 Off,2,,4,14%,"['Room Service', 'Bar']",Bhubaneshwar,9/8/2021,11/8/2021,"1,351"
S.R.S. GUEST HOUSE,₹ 695,Patrapada | 8.0 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 478 Off,2.7,,3,51%,"['Free Wi-Fi', 'Room Service', 'Power Backup']",Bhubaneshwar,9/8/2021,11/8/2021,695
WeKare,₹ 684,BJB Nagar | 7.1 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 308 Off,3.1, (Good),12,16%,"['Free Wi-Fi', 'Free Parking', 'Restaurant']",Bhubaneshwar,9/8/2021,11/8/2021,684
Baitarani: Cozy Room @ Nabagunjara Terrace (B),₹ 893,Gajapati Nagar | 8.7 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 228 Off,4.2, (Very Good),14,23%,"['Kitchenette', 'Caretaker', 'Living Room']",Bhubaneshwar,9/8/2021,11/8/2021,893
Ghungur,₹ 771,Chandrasekharpur,Exclusive Offer - HDFC Credit Card Users. Get INR 347 Off,3.8, (Good),9,32%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,771
OYO 36101 The Ambience,"₹ 1,493",Jayadev Vihar | 8.7 km from Biju Patnaik International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 369 Off,,,,6%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Bhubaneshwar,9/8/2021,11/8/2021,"1,493"
